,職稱,公司名稱,縣市,鄉鎮,路名,工作時間,最高需求人數(數字),最高月薪(數字),更新年份,更新月份,更新日,要求年資（數字）,最低學歷要求
1415,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
1416,品牌行銷企劃,敦樸企業股份有限公司,新北市,中和區,建康路8號12樓,日班,1 人,,2019,07,08,3年以上,專科
1417,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
1418,行銷企劃人員,社團法人台灣彩虹愛家生命教育協會,新北市,新莊區,中正路708號7樓,日班,1 人,"35,000",2019,07,02,1年以上,專科
1419,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
1420,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1421,行銷企劃,羊舍鮮羊乳_健豪農產品商行,彰化縣,彰化市,河濱路475號,日班,1 人,"40,000",2019,07,06,2年以上,大學
1422,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
1423,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1424,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1425,行銷企劃,博泰醫療器材股份有限公司,台北市,內湖區,洲子街62號5樓,日班,1 人,"40,000",2019,07,04,3年以上,專科
1426,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1427,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1428,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
1429,行銷企劃,億元資本股份有限公司,台北市,信義區,基隆路2段39巷22號,日班，9:30~18:30,1至2 人,"45,000",2019,07,03,2年以上,大學
1430,行銷企劃,遊戲大麥股份有限公司,台北市,大同區,長安西路150號,日班,1 人,"35,000",2019,07,05,不拘,專科
1431,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
1432,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
1433,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
1434,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
1435,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
1436,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
1437,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
1438,行銷企劃,合晶國際有限公司,新北市,新莊區,新北大道三段7號15樓之8,日班,1 人,"60,000",2019,07,05,不拘,大學
1439,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
1440,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1441,行銷企劃,羊舍鮮羊乳_健豪農產品商行,彰化縣,彰化市,河濱路475號,日班,1 人,"40,000",2019,07,06,2年以上,大學
1442,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
1443,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1444,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1445,行銷企劃,博泰醫療器材股份有限公司,台北市,內湖區,洲子街62號5樓,日班,1 人,"40,000",2019,07,04,3年以上,專科
1446,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1447,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1448,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
1449,行銷企劃,遊戲大麥股份有限公司,台北市,大同區,長安西路150號,日班,1 人,"35,000",2019,07,05,不拘,專科
1450,行銷企劃,億元資本股份有限公司,台北市,信義區,基隆路2段39巷22號,日班，9:30~18:30,1至2 人,"45,000",2019,07,03,2年以上,大學
1451,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
1452,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
1453,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
1454,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
1455,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
1456,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
1457,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
1458,行銷企劃,合晶國際有限公司,新北市,新莊區,新北大道三段7號15樓之8,日班,1 人,"60,000",2019,07,05,不拘,大學
1459,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
1460,行銷企劃,種子娛樂製作股份有限公司,台北市,內湖區,洲子街12號3樓,日班,1至2 人,"32,000",2019,06,20,1年以上,專科
1461,通路行銷企劃人員,義美食品股份有限公司,台北市,大安區,,日班,1至2 人,"38,000",2019,07,10,不拘,碩士
1462,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
1463,行銷企劃,極限電競股份有限公司,台北市,內湖區,瑞光路513巷22弄5號8樓之1,日班,2至5 人,"40,000",2019,07,09,不拘,不拘
1464,行銷企劃,Le Ruban patisserie_法朋有限公司,台北市,大安區,仁愛路四段122巷24號,日班,1 人,,2019,07,09,不拘,專科
1465,行銷企劃專員,富堡工業股份有限公司,台北市,中正區,忠孝東路2段130號2樓之3,日班，0830-1730,1至2 人,"40,000",2019,07,09,1年以上,碩士
1466,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
1467,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1468,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1469,行銷企劃,ㄇㄚˊ幾兔主題餐廳_淶洢國際餐飲事業有限公司,新北市,新莊區,瓊林南路33-8號,日班,1至2 人,,2019,06,14,4年以上,不拘
1470,行銷企劃,月芽精緻養生月子餐_月芽餐飲有限公司,新北市,林口區,文化三路二段238號,日班，09:00-18:00,1 人,,2019,07,09,不拘,專科
1471,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
1472,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1473,行銷企劃,小萌科技有限公司,台北市,大安區,市民大道三段,日班，9:00-18:00,1 人,,2019,07,03,2年以上,專科
1474,行銷企劃,群創管理顧問有限公司,台北市,中正區,和平西路1段88號4樓,日班，08:50~18:00,1至2 人,"37,000",2019,07,10,1年以上,大學
1475,資深行銷企劃,達摩媒體股份有限公司,台北市,松山區,南京東路4段126號11樓之1,日班，09:00~18:30,1至2 人,"50,000",2019,07,04,2年以上,大學
1476,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1477,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1478,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
1479,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
1480,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
1481,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
1482,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
1483,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
1484,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
1485,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
1486,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1487,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
1488,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1489,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
1490,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1491,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1492,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1493,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
1494,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
1495,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
1496,品牌行銷企劃,敦樸企業股份有限公司,新北市,中和區,建康路8號12樓,日班,1 人,,2019,07,08,3年以上,專科
1497,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
1498,行銷企劃人員,社團法人台灣彩虹愛家生命教育協會,新北市,新莊區,中正路708號7樓,日班,1 人,"35,000",2019,07,02,1年以上,專科
1499,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
1500,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
1501,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
1502,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
1503,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
1504,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
1505,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
1506,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1507,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
1508,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1509,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
1510,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1511,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1512,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1513,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
1514,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
1515,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
1516,品牌行銷企劃,敦樸企業股份有限公司,新北市,中和區,建康路8號12樓,日班,1 人,,2019,07,08,3年以上,專科
1517,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
1518,行銷企劃人員,社團法人台灣彩虹愛家生命教育協會,新北市,新莊區,中正路708號7樓,日班,1 人,"35,000",2019,07,02,1年以上,專科
1519,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
1520,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1521,行銷企劃,羊舍鮮羊乳_健豪農產品商行,彰化縣,彰化市,河濱路475號,日班,1 人,"40,000",2019,07,06,2年以上,大學
1522,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
1523,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1524,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1525,行銷企劃,博泰醫療器材股份有限公司,台北市,內湖區,洲子街62號5樓,日班,1 人,"40,000",2019,07,04,3年以上,專科
1526,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1527,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1528,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
1529,行銷企劃,遊戲大麥股份有限公司,台北市,大同區,長安西路150號,日班,1 人,"35,000",2019,07,05,不拘,專科
1530,行銷企劃,億元資本股份有限公司,台北市,信義區,基隆路2段39巷22號,日班，9:30~18:30,1至2 人,"45,000",2019,07,03,2年以上,大學
1531,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
1532,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
1533,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
1534,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
1535,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
1536,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
1537,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
1538,行銷企劃,合晶國際有限公司,新北市,新莊區,新北大道三段7號15樓之8,日班,1 人,"60,000",2019,07,05,不拘,大學
1539,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
1540,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
1541,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
1542,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
1543,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
1544,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
1545,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
1546,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1547,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
1548,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1549,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
1550,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1551,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1552,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1553,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
1554,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
1555,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
1556,品牌行銷企劃,敦樸企業股份有限公司,新北市,中和區,建康路8號12樓,日班,1 人,,2019,07,08,3年以上,專科
1557,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
1558,行銷企劃人員,社團法人台灣彩虹愛家生命教育協會,新北市,新莊區,中正路708號7樓,日班,1 人,"35,000",2019,07,02,1年以上,專科
1559,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
1560,行銷企劃,種子娛樂製作股份有限公司,台北市,內湖區,洲子街12號3樓,日班,1至2 人,"32,000",2019,06,20,1年以上,專科
1561,通路行銷企劃人員,義美食品股份有限公司,台北市,大安區,,日班,1至2 人,"38,000",2019,07,10,不拘,碩士
1562,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
1563,行銷企劃,極限電競股份有限公司,台北市,內湖區,瑞光路513巷22弄5號8樓之1,日班,2至5 人,"40,000",2019,07,09,不拘,不拘
1564,行銷企劃,Le Ruban patisserie_法朋有限公司,台北市,大安區,仁愛路四段122巷24號,日班,1 人,,2019,07,09,不拘,專科
1565,行銷企劃專員,富堡工業股份有限公司,台北市,中正區,忠孝東路2段130號2樓之3,日班，0830-1730,1至2 人,"40,000",2019,07,09,1年以上,碩士
1566,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
1567,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1568,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1569,行銷企劃,ㄇㄚˊ幾兔主題餐廳_淶洢國際餐飲事業有限公司,新北市,新莊區,瓊林南路33-8號,日班,1至2 人,,2019,06,14,4年以上,不拘
1570,行銷企劃,月芽精緻養生月子餐_月芽餐飲有限公司,新北市,林口區,文化三路二段238號,日班，09:00-18:00,1 人,,2019,07,09,不拘,專科
1571,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
1572,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1573,行銷企劃,小萌科技有限公司,台北市,大安區,市民大道三段,日班，9:00-18:00,1 人,,2019,07,03,2年以上,專科
1574,行銷企劃,群創管理顧問有限公司,台北市,中正區,和平西路1段88號4樓,日班，08:50~18:00,1至2 人,"37,000",2019,07,10,1年以上,大學
1575,資深行銷企劃,達摩媒體股份有限公司,台北市,松山區,南京東路4段126號11樓之1,日班，09:00~18:30,1至2 人,"50,000",2019,07,04,2年以上,大學
1576,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1577,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1578,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
1579,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
1580,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
1581,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
1582,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
1583,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
1584,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
1585,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
1586,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
1587,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
1588,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
1589,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
1590,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
1591,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
1592,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
1593,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
1594,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
1595,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
1596,品牌行銷企劃,敦樸企業股份有限公司,新北市,中和區,建康路8號12樓,日班,1 人,,2019,07,08,3年以上,專科
1597,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
1598,行銷企劃人員,社團法人台灣彩虹愛家生命教育協會,新北市,新莊區,中正路708號7樓,日班,1 人,"35,000",2019,07,02,1年以上,專科
